emp_no,title,fullname,from_date_and_to_date
251437,Assistant Engineer,Shichao Iwayama,1989-10-17 and 1996-10-17
251437,Engineer,Shichao Iwayama,1996-10-17 and 9999-01-01
251645,Senior Staff,Bezalel Tsunoo,2001-06-17 and 9999-01-01
251645,Staff,Bezalel Tsunoo,1992-06-17 and 2001-06-17
251680,Senior Engineer,Moty Sommen,1990-08-14 and 9999-01-01
252185,Assistant Engineer,Chaosheng Conta,1997-04-14 and 2002-04-14
251814,Technique Leader,Mitsuyuki Zockler,1998-09-14 and 9999-01-01
252185,Engineer,Chaosheng Conta,2002-04-14 and 9999-01-01
253029,Engineer,Thodoros Thimonier,1995-04-05 and 9999-01-01
252316,Engineer,Gill Niizuma,1994-10-08 and 1999-10-08
252316,Senior Engineer,Gill Niizuma,1999-10-08 and 9999-01-01
252392,Engineer,Sanjeeva Peron,1993-12-26 and 1999-12-26
252392,Senior Engineer,Sanjeeva Peron,1999-12-26 and 9999-01-01
253838,Assistant Engineer,Stafford Terlouw,1999-02-21 and 9999-01-01
253893,Senior Engineer,Huiqun Trystram,1993-05-10 and 9999-01-01
253707,Staff,Insup Hainaut,1998-02-11 and 9999-01-01
255657,Engineer,Oldrich Cyre,1985-02-10 and 1994-02-10
254044,Engineer,Gunilla Brendel,1992-04-10 and 2000-04-10
254044,Senior Engineer,Gunilla Brendel,2000-04-10 and 9999-01-01
254399,Technique Leader,Armond Lores,1999-09-16 and 9999-01-01
254821,Staff,Tonny Couchot,1994-12-12 and 9999-01-01
255466,Senior Engineer,Huan Roccetti,1985-07-03 and 9999-01-01
255657,Senior Engineer,Oldrich Cyre,1994-02-10 and 9999-01-01
256216,Engineer,Halsur Brodal,1997-11-22 and 9999-01-01
255779,Technique Leader,Heejo Merle,1997-09-04 and 9999-01-01
257062,Engineer,Stabislas Pardalos,1989-06-21 and 1997-06-21
256856,Senior Staff,Hongzue Barbanera,1995-06-17 and 9999-01-01
256856,Staff,Hongzue Barbanera,1987-06-17 and 1995-06-17
257062,Senior Engineer,Stabislas Pardalos,1997-06-21 and 9999-01-01
257469,Senior Staff,Anyuan Hanratty,1996-01-06 and 9999-01-01
256881,Engineer,Ioana Jakobus,1990-08-10 and 1999-08-10
256881,Senior Engineer,Ioana Jakobus,1999-08-10 and 9999-01-01
256888,Staff,Heather Pehl,1993-09-15 and 9999-01-01
257378,Senior Staff,Pascal Bernatsky,1995-09-04 and 9999-01-01
257378,Staff,Pascal Bernatsky,1988-09-03 and 1995-09-04
257469,Staff,Anyuan Hanratty,1988-01-06 and 1996-01-06
257484,Senior Staff,Shaowei Nicolson,1995-12-07 and 9999-01-01
257484,Staff,Shaowei Nicolson,1986-12-07 and 1995-12-07
258028,Engineer,Mountaz Reinhart,2000-01-21 and 9999-01-01
258643,Engineer,Przemyslawa Esposito,1992-02-27 and 2001-02-26
258124,Senior Staff,Mariusz Zolotykh,1990-07-28 and 9999-01-01
258470,Staff,Weiwu Butner,1995-02-14 and 9999-01-01
258643,Senior Engineer,Przemyslawa Esposito,2001-02-26 and 9999-01-01
259237,Senior Staff,Palash Gammage,1994-10-23 and 9999-01-01
259042,Staff,Xiaoqiang Farrow,1997-01-01 and 9999-01-01
259237,Staff,Palash Gammage,1987-10-23 and 1994-10-23
259273,Senior Engineer,Xiahua Gomatam,1989-12-01 and 9999-01-01
259718,Senior Staff,Stepehn Bouloucos,1997-09-16 and 9999-01-01
259718,Staff,Stepehn Bouloucos,1991-09-17 and 1997-09-16
260153,Technique Leader,Mingdong Baar,1991-10-14 and 9999-01-01
259611,Senior Staff,Shuichi Marrakchi,1990-08-21 and 9999-01-01
259619,Senior Staff,Conal Magliocco,1992-05-09 and 9999-01-01
260249,Staff,Vugranam Beausoleil,1998-05-14 and 9999-01-01
260399,Senior Staff,Hatem Birsak,1995-04-10 and 9999-01-01
260361,Engineer,Reinhold Rahier,1995-06-06 and 9999-01-01
260399,Staff,Hatem Birsak,1989-04-10 and 1995-04-10
260408,Senior Staff,Sasan Brookner,2001-09-03 and 9999-01-01
260408,Staff,Sasan Brookner,1996-09-03 and 2001-09-03
260501,Technique Leader,Dzung Pargas,1990-05-17 and 9999-01-01
261184,Senior Engineer,Masako Kornatzky,1987-08-29 and 9999-01-01
261662,Senior Staff,Berni Assaf,1989-09-08 and 9999-01-01
261737,Engineer,Mark Lindqvist,1990-11-22 and 1997-11-22
261631,Engineer,Jianhua Huttel,1998-02-23 and 9999-01-01
261737,Senior Engineer,Mark Lindqvist,1997-11-22 and 9999-01-01
261986,Senior Engineer,Gila Ramsak,1997-05-13 and 9999-01-01
261990,Senior Staff,Volkmar Czaja,1998-04-01 and 9999-01-01
261990,Staff,Volkmar Czaja,1992-04-01 and 1998-04-01
262210,Assistant Engineer,Chinho Bottner,1985-07-29 and 1992-07-29
262210,Engineer,Chinho Bottner,1992-07-29 and 1999-07-30
262210,Senior Engineer,Chinho Bottner,1999-07-30 and 9999-01-01
262328,Staff,Mayuko Vural,1997-12-24 and 9999-01-01
262208,Senior Staff,Mrinalini Holburn,1987-04-20 and 9999-01-01
262928,Engineer,Piyush Gill,1990-08-31 and 1998-08-31
262439,Senior Staff,Lorien Lagarias,1994-10-10 and 9999-01-01
262439,Staff,Lorien Lagarias,1985-10-10 and 1994-10-10
262636,Senior Engineer,Tamiya Reutenauer,1985-06-02 and 9999-01-01
262752,Engineer,Pramod Bierman,1997-12-12 and 9999-01-01
262928,Senior Engineer,Piyush Gill,1998-08-31 and 9999-01-01
263012,Staff,Hideo Buchter,1999-05-01 and 9999-01-01
263645,Senior Engineer,Mingsen Lally,1990-12-04 and 9999-01-01
263186,Technique Leader,Danny Lowrie,1995-09-13 and 9999-01-01
263370,Staff,Shakhar Ranze,1999-05-29 and 9999-01-01
263439,Senior Engineer,Atreye Kabayashi,1986-12-15 and 9999-01-01
263649,Senior Staff,Mechthild Zongker,1993-07-26 and 9999-01-01
264167,Senior Engineer,Baoqiu Tomescu,1996-05-01 and 9999-01-01
263926,Senior Staff,Fusako Schwartzbauer,1993-04-07 and 9999-01-01
263926,Staff,Fusako Schwartzbauer,1985-04-07 and 1993-04-07
264322,Senior Staff,Leandro Swist,1997-01-05 and 9999-01-01
264030,Assistant Engineer,Zdislav Solares,1990-12-14 and 1998-12-14
264030,Engineer,Zdislav Solares,1998-12-14 and 9999-01-01
264322,Staff,Leandro Swist,1991-01-06 and 1997-01-05
264626,Senior Staff,Noritoshi Bakhtari,1998-02-03 and 9999-01-01
264626,Staff,Noritoshi Bakhtari,1993-02-03 and 1998-02-03
265521,Engineer,Kensei Salverda,1993-05-25 and 2001-05-25
264939,Engineer,Bogdan Bahi,1985-02-09 and 1992-02-10
264939,Senior Engineer,Bogdan Bahi,1992-02-10 and 9999-01-01
265039,Senior Staff,Navid Staudhammer,2000-10-18 and 9999-01-01
265039,Staff,Navid Staudhammer,1992-10-18 and 2000-10-18
265521,Senior Engineer,Kensei Salverda,2001-05-25 and 9999-01-01
265558,Senior Staff,Susuma Kleiser,1994-08-02 and 9999-01-01
265558,Staff,Susuma Kleiser,1987-08-02 and 1994-08-02
265794,Senior Staff,Miquel Halloran,2002-01-14 and 9999-01-01
265794,Staff,Miquel Halloran,1994-01-14 and 2002-01-14
265875,Engineer,Fan Marsiglia,1989-09-03 and 1997-09-03
265875,Senior Engineer,Fan Marsiglia,1997-09-03 and 9999-01-01
266206,Senior Staff,Zsolt Anily,1991-08-19 and 9999-01-01
266206,Staff,Zsolt Anily,1985-08-19 and 1991-08-19
266249,Senior Staff,Sumant Nishimukai,1991-03-28 and 9999-01-01
266310,Senior Staff,Zvonko Serdy,1992-06-23 and 9999-01-01
266310,Staff,Zvonko Serdy,1987-06-24 and 1992-06-23
266644,Senior Staff,Anwar Gubsky,1999-08-09 and 9999-01-01
266644,Staff,Anwar Gubsky,1993-08-09 and 1999-08-09
267059,Senior Staff,Moie Tempesti,2000-06-28 and 9999-01-01
266862,Senior Staff,Mart Plumb,1986-04-21 and 9999-01-01
266881,Senior Staff,Mokhtar Sabnani,1997-08-28 and 9999-01-01
266881,Staff,Mokhtar Sabnani,1990-08-28 and 1997-08-28
267059,Staff,Moie Tempesti,1991-06-29 and 2000-06-28
267667,Senior Staff,Irena Kaiserswerth,1994-09-05 and 9999-01-01
267227,Engineer,Susuma Tagansky,1995-01-22 and 2001-01-21
267227,Senior Engineer,Susuma Tagansky,2001-01-21 and 9999-01-01
267304,Senior Staff,Jordanka Axelband,1994-06-27 and 9999-01-01
267667,Staff,Irena Kaiserswerth,1987-09-05 and 1994-09-05
268191,Engineer,LiMin Teitelbaum,1990-11-01 and 1995-11-01
268043,Engineer,Narain Mikschl,1997-11-02 and 9999-01-01
268191,Senior Engineer,LiMin Teitelbaum,1995-11-01 and 9999-01-01
269728,Senior Staff,Naftali Kragelund,1993-05-15 and 9999-01-01
269728,Staff,Naftali Kragelund,1987-05-16 and 1993-05-15
270716,Staff,Shunichi Baer,1998-02-04 and 9999-01-01
270084,Senior Staff,Ulises Frolund,1993-07-26 and 9999-01-01
270084,Staff,Ulises Frolund,1986-07-26 and 1993-07-26
271219,Engineer,Odoardo Tyugu,1994-11-07 and 9999-01-01
270794,Senior Staff,Dannz Zhang,1991-06-26 and 9999-01-01
271106,Engineer,Taisook Kampfer,1997-11-30 and 9999-01-01
272141,Senior Staff,Tsutomu Neiman,1993-05-05 and 9999-01-01
272141,Staff,Tsutomu Neiman,1986-05-05 and 1993-05-05
272316,Engineer,Surveyors Muhling,1999-07-19 and 9999-01-01
272599,Senior Staff,Holgard Hegner,1998-07-15 and 9999-01-01
272285,Senior Staff,Gully Mitchem,1995-01-22 and 9999-01-01
272285,Staff,Gully Mitchem,1986-01-22 and 1995-01-22
272452,Engineer,Mitsuyuki Isard,1996-08-17 and 9999-01-01
272599,Staff,Holgard Hegner,1993-07-15 and 1998-07-15
273396,Engineer,Wayne Baba,1998-03-07 and 9999-01-01
272860,Assistant Engineer,Minghong Candan,1994-02-10 and 9999-01-01
273159,Technique Leader,Divine Hofmeyr,1989-04-14 and 9999-01-01
273286,Engineer,Brigham Asmuth,1989-01-23 and 1996-01-24
273286,Senior Engineer,Brigham Asmuth,1996-01-24 and 9999-01-01
274071,Staff,Mingsen Weiland,1995-10-12 and 9999-01-01
273806,Senior Staff,Hongzhu Beetstra,2000-01-24 and 9999-01-01
273806,Staff,Hongzhu Beetstra,1991-01-24 and 2000-01-24
273858,Senior Staff,Gunilla Matzen,1995-12-28 and 9999-01-01
273858,Staff,Gunilla Matzen,1990-12-28 and 1995-12-28
274369,Senior Staff,Ranga Waymire,1997-01-27 and 9999-01-01
274271,Senior Staff,Prodip Ritcey,1993-09-10 and 9999-01-01
274271,Staff,Prodip Ritcey,1986-09-10 and 1993-09-10
275444,Engineer,Limsoon Leppanen,1993-01-21 and 2000-01-22
274813,Senior Staff,Yefim Pettey,2000-08-07 and 9999-01-01
274813,Staff,Yefim Pettey,1993-08-07 and 2000-08-07
275158,Engineer,Satyanarayana Brandsma,1999-12-08 and 9999-01-01
275263,Engineer,Vojin Laventhal,1991-10-18 and 1999-10-18
275263,Senior Engineer,Vojin Laventhal,1999-10-18 and 9999-01-01
275444,Senior Engineer,Limsoon Leppanen,2000-01-22 and 9999-01-01
275495,Staff,Shen Yamaashi,1995-02-19 and 9999-01-01
275881,Senior Engineer,Jiann Munro,1988-05-18 and 9999-01-01
275801,Senior Staff,Ayakannu Heinisuo,1986-06-28 and 9999-01-01
276184,Senior Staff,Mari Swick,1991-04-08 and 9999-01-01
275994,Engineer,Uma Prampolini,1991-02-21 and 1998-02-21
275994,Senior Engineer,Uma Prampolini,1998-02-21 and 9999-01-01
276027,Senior Staff,Holgard Stavenow,1995-02-28 and 9999-01-01
276027,Staff,Holgard Stavenow,1986-02-28 and 1995-02-28
276186,Senior Staff,Sajjad Vecchi,1998-06-02 and 9999-01-01
276186,Staff,Sajjad Vecchi,1993-06-02 and 1998-06-02
276189,Senior Staff,Isaac Klerer,2000-03-18 and 9999-01-01
276189,Staff,Isaac Klerer,1995-03-19 and 2000-03-18
276445,Engineer,Atilio Randi,1988-07-02 and 1994-07-02
276445,Senior Engineer,Atilio Randi,1994-07-02 and 9999-01-01
276472,Engineer,Hideyuki Flanders,1988-11-10 and 1994-11-10
276472,Senior Engineer,Hideyuki Flanders,1994-11-10 and 9999-01-01
277420,Engineer,Rayond Schach,1995-04-22 and 2001-04-21
276563,Senior Staff,Gift Solares,1995-08-01 and 9999-01-01
276868,Staff,Alois Sanella,1998-03-13 and 9999-01-01
277316,Senior Staff,Vitali Rothenberg,1998-10-04 and 9999-01-01
277316,Staff,Vitali Rothenberg,1989-10-04 and 1998-10-04
277420,Senior Engineer,Rayond Schach,2001-04-21 and 9999-01-01
277777,Senior Engineer,Herbert Itzigehl,1990-07-04 and 9999-01-01
277362,Senior Staff,Uzi Kugler,1991-01-12 and 9999-01-01
277829,Senior Engineer,Michaela Fandrianto,1986-06-02 and 9999-01-01
278239,Staff,Boaz Bottner,1994-02-06 and 9999-01-01
278452,Senior Staff,Sudhanshu Toyoshima,1993-08-28 and 9999-01-01
278452,Staff,Sudhanshu Toyoshima,1987-08-29 and 1993-08-28
278536,Senior Staff,Munenori Shobatake,1999-01-10 and 9999-01-01
278386,Technique Leader,Caolyn Poujol,1995-12-03 and 9999-01-01
278549,Senior Staff,Jaana Werthner,1997-07-27 and 9999-01-01
278536,Staff,Munenori Shobatake,1992-01-10 and 1999-01-10
278549,Staff,Jaana Werthner,1989-07-27 and 1997-07-27
279115,Engineer,Maren DuCasse,1997-11-29 and 9999-01-01
278953,Senior Engineer,Jeanna Ghandeharizadeh,1990-08-11 and 9999-01-01
279280,Engineer,Niranjan Debuse,1992-09-21 and 2001-09-21
279280,Senior Engineer,Niranjan Debuse,2001-09-21 and 9999-01-01
280070,Senior Staff,Niteen Ebeling,1993-03-29 and 9999-01-01
279791,Assistant Engineer,Chiranjit Lyonns,1986-12-24 and 1995-12-24
279791,Engineer,Chiranjit Lyonns,1995-12-24 and 9999-01-01
280070,Staff,Niteen Ebeling,1988-03-29 and 1993-03-29
280420,Senior Staff,Jahangir Hofting,1993-09-28 and 9999-01-01
280420,Staff,Jahangir Hofting,1986-09-28 and 1993-09-28
280291,Staff,Lenore Badache,1998-11-24 and 9999-01-01
280525,Staff,Kish Herbst,1996-08-18 and 9999-01-01
281692,Senior Engineer,Khosrow Sommen,1990-03-03 and 9999-01-01
280648,Engineer,Heeju Lorys,1986-12-27 and 1992-12-26
280648,Senior Engineer,Heeju Lorys,1992-12-26 and 9999-01-01
281570,Assistant Engineer,Zijian Covnot,1994-09-13 and 9999-01-01
282191,Engineer,Alper Shinomoto,1997-10-20 and 9999-01-01
281848,Engineer,Parke Staylopatis,1993-07-31 and 1999-07-31
281848,Senior Engineer,Parke Staylopatis,1999-07-31 and 9999-01-01
281859,Engineer,Masanao Papastamatiou,1985-11-25 and 1993-11-25
281859,Senior Engineer,Masanao Papastamatiou,1993-11-25 and 9999-01-01
282894,Engineer,Fay Bellmore,1989-05-03 and 1998-05-03
282333,Senior Staff,Nahla Serdy,2000-09-09 and 9999-01-01
282333,Staff,Nahla Serdy,1993-09-09 and 2000-09-09
282343,Senior Staff,Xinglin Haldar,1993-07-20 and 9999-01-01
282343,Staff,Xinglin Haldar,1988-07-20 and 1993-07-20
282547,Engineer,Nahum Codenie,1999-06-14 and 9999-01-01
282585,Staff,Zijian Lammel,1996-07-01 and 9999-01-01
282894,Senior Engineer,Fay Bellmore,1998-05-03 and 9999-01-01
284300,Senior Staff,Ishfaq Mahmud,1996-11-28 and 9999-01-01
284300,Staff,Ishfaq Mahmud,1991-11-29 and 1996-11-28
284561,Senior Engineer,Duri Beznosov,1988-02-15 and 9999-01-01
284431,Senior Staff,Pintsang Fujisawa,2002-04-16 and 9999-01-01
284431,Staff,Pintsang Fujisawa,1996-04-16 and 2002-04-16
284856,Engineer,Moto Kobara,1991-12-12 and 1998-12-12
284687,Engineer,Oksana Redmiles,1985-06-22 and 1992-06-22
284687,Senior Engineer,Oksana Redmiles,1992-06-22 and 9999-01-01
284691,Engineer,Theron Ressouche,1988-08-17 and 1994-08-17
284691,Senior Engineer,Theron Ressouche,1994-08-17 and 9999-01-01
284711,Senior Engineer,Martijn Azevdeo,1988-02-10 and 9999-01-01
284717,Engineer,Gal Ranta,1992-11-07 and 1997-11-07
284717,Senior Engineer,Gal Ranta,1997-11-07 and 9999-01-01
284856,Senior Engineer,Moto Kobara,1998-12-12 and 9999-01-01
285164,Staff,Xiaocheng Kumaresan,1994-10-03 and 9999-01-01
284954,Engineer,Anneke Hammerschmidt,1996-01-30 and 9999-01-01
285905,Senior Staff,Kellyn Bage,1994-11-04 and 9999-01-01
285396,Engineer,Lena Kohling,1986-10-04 and 1991-10-04
285396,Senior Engineer,Lena Kohling,1991-10-04 and 9999-01-01
285906,Engineer,Arnould Buescher,1998-03-26 and 9999-01-01
286370,Senior Staff,Toshimitsu Seuren,2000-01-19 and 9999-01-01
286026,Senior Staff,Utpal Zaumen,1997-02-24 and 9999-01-01
286026,Staff,Utpal Zaumen,1991-02-25 and 1997-02-24
286029,Staff,Jaques Nanard,1996-07-16 and 9999-01-01
286370,Staff,Toshimitsu Seuren,1995-01-19 and 2000-01-19
286452,Engineer,Behnaam Bierbaum,1999-01-31 and 9999-01-01
286779,Engineer,Sigeru Versino,1998-08-31 and 9999-01-01
286573,Engineer,Nahum Nishimukai,1991-02-02 and 1997-02-01
286573,Senior Engineer,Nahum Nishimukai,1997-02-01 and 9999-01-01
286986,Senior Engineer,Woody Trelles,1996-05-23 and 9999-01-01
287323,Staff,Steve Dengi,1999-09-15 and 9999-01-01
287327,Senior Staff,Youjian Felder,2000-07-15 and 9999-01-01
287327,Staff,Youjian Felder,1993-07-15 and 2000-07-15
287334,Engineer,Elliott Speer,1998-08-08 and 9999-01-01
287583,Engineer,Jovan Hockney,1990-06-21 and 1997-06-21
287482,Engineer,Shigeaki Gihr,1994-03-18 and 2002-03-18
287482,Senior Engineer,Shigeaki Gihr,2002-03-18 and 9999-01-01
287583,Senior Engineer,Jovan Hockney,1997-06-21 and 9999-01-01
287609,Assistant Engineer,Sailaja Negoita,1988-01-20 and 1994-01-19
287609,Engineer,Sailaja Negoita,1994-01-19 and 2000-01-19
287609,Senior Engineer,Sailaja Negoita,2000-01-19 and 9999-01-01
287808,Technique Leader,Vidar Ozeki,1996-06-17 and 9999-01-01
287713,Senior Staff,Aamod Ranka,1992-12-07 and 9999-01-01
288142,Senior Staff,Shay Heystek,1995-04-01 and 9999-01-01
287983,Senior Staff,Randi Munos,1990-09-07 and 9999-01-01
287984,Engineer,Troy Kobuchi,1991-02-12 and 1999-02-12
287984,Senior Engineer,Troy Kobuchi,1999-02-12 and 9999-01-01
288028,Engineer,Kauko Narwekar,1985-12-16 and 1994-12-16
288028,Senior Engineer,Kauko Narwekar,1994-12-16 and 9999-01-01
288142,Staff,Shay Heystek,1989-04-01 and 1995-04-01
288166,Staff,Masoud Asmuth,1994-09-05 and 9999-01-01
288665,Senior Engineer,Horward Khasidashvili,1998-11-19 and 9999-01-01
288560,Senior Staff,Yifei Birjandi,1999-02-07 and 9999-01-01
288560,Staff,Yifei Birjandi,1994-02-07 and 1999-02-07
288563,Engineer,Cristinel Gerlach,1996-01-09 and 2001-01-08
288563,Senior Engineer,Cristinel Gerlach,2001-01-08 and 9999-01-01
288606,Senior Staff,Susumu Swiss,1996-11-14 and 9999-01-01
288606,Staff,Susumu Swiss,1991-11-15 and 1996-11-14
289687,Senior Staff,Fai Maccarone,1993-10-30 and 9999-01-01
288893,Engineer,Bedrich Rosenbaum,1991-01-27 and 1998-01-27
288893,Senior Engineer,Bedrich Rosenbaum,1998-01-27 and 9999-01-01
289454,Senior Engineer,Bowen Narwekar,1985-03-08 and 9999-01-01
289687,Staff,Fai Maccarone,1985-10-30 and 1993-10-30
289909,Senior Staff,Hilari Vecchio,1998-04-24 and 9999-01-01
289807,Senior Staff,Soenke Lemarechal,2000-09-03 and 9999-01-01
289807,Staff,Soenke Lemarechal,1994-09-04 and 2000-09-03
289909,Staff,Hilari Vecchio,1993-04-24 and 1998-04-24
290009,Senior Staff,Zijian Rindone,1997-07-09 and 9999-01-01
290009,Staff,Zijian Rindone,1989-07-09 and 1997-07-09
290075,Senior Staff,Boalin Byoun,1996-09-30 and 9999-01-01
290075,Staff,Boalin Byoun,1990-10-01 and 1996-09-30
290284,Engineer,Kwangjo Menhardt,1996-01-11 and 9999-01-01
290478,Assistant Engineer,Tsvetan Sherertz,1989-08-07 and 1998-08-07
290441,Senior Staff,Gregory Collavizza,1993-09-08 and 9999-01-01
290441,Staff,Gregory Collavizza,1987-09-09 and 1993-09-08
290478,Engineer,Tsvetan Sherertz,1998-08-07 and 9999-01-01
290563,Senior Engineer,Shigehiro Oxenboll,1986-02-26 and 9999-01-01
290467,Senior Staff,Shaowen Poulakidas,1992-04-14 and 9999-01-01
290467,Staff,Shaowen Poulakidas,1987-04-15 and 1992-04-14
290769,Senior Engineer,Lalit Blokdijk,1999-02-01 and 9999-01-01
291352,Technique Leader,Danai Trelles,1992-04-17 and 9999-01-01
292210,Engineer,Masaru Huhdanpaa,1996-11-23 and 2001-11-23
291612,Engineer,Siamak Gomatam,1998-07-08 and 9999-01-01
291669,Engineer,Faiza Bach,1999-09-13 and 9999-01-01
292210,Senior Engineer,Masaru Huhdanpaa,2001-11-23 and 9999-01-01
292404,Senior Staff,Hongzue Zultner,1990-02-22 and 9999-01-01
292110,Engineer,Menkae Showalter,1996-08-09 and 2001-08-09
292110,Senior Engineer,Menkae Showalter,2001-08-09 and 9999-01-01
292146,Engineer,Khatoun Pulkowski,1998-01-11 and 9999-01-01
293080,Senior Staff,Hideyuki Slaats,1987-05-30 and 9999-01-01
292504,Engineer,Georgi Bednarek,1994-03-02 and 2002-03-02
292504,Senior Engineer,Georgi Bednarek,2002-03-02 and 9999-01-01
292515,Assistant Engineer,Bernd Thummel,1989-08-03 and 1998-08-03
292515,Engineer,Bernd Thummel,1998-08-03 and 9999-01-01
292828,Engineer,Ziya Tokunaga,1986-01-08 and 1995-01-08
292828,Senior Engineer,Ziya Tokunaga,1995-01-08 and 9999-01-01
293154,Senior Staff,Syozo Maliniak,1992-11-09 and 9999-01-01
293280,Engineer,Moti Steenbeek,1987-01-22 and 1993-01-21
293280,Senior Engineer,Moti Steenbeek,1993-01-21 and 9999-01-01
293329,Engineer,Fumiya Griswold,1986-06-12 and 1994-06-12
293329,Senior Engineer,Fumiya Griswold,1994-06-12 and 9999-01-01
293746,Engineer,Sanjay Litecky,1995-08-27 and 2000-08-26
293746,Senior Engineer,Sanjay Litecky,2000-08-26 and 9999-01-01
293752,Senior Staff,Jungsoon Bail,1994-02-18 and 9999-01-01
293752,Staff,Jungsoon Bail,1986-02-18 and 1994-02-18
294144,Senior Staff,Takanari Ermel,1999-01-11 and 9999-01-01
294144,Staff,Takanari Ermel,1992-01-11 and 1999-01-11
294446,Staff,Claudi Ruemmler,1999-08-13 and 9999-01-01
294241,Senior Staff,Marl Fiebach,2000-07-25 and 9999-01-01
294241,Staff,Marl Fiebach,1994-07-26 and 2000-07-25
294461,Senior Engineer,Siddarth Rosiles,1985-11-18 and 9999-01-01
294652,Engineer,Hironobu Brodie,1985-09-17 and 1993-09-17
294527,Senior Staff,Ashish Candan,1992-02-02 and 9999-01-01
294652,Senior Engineer,Hironobu Brodie,1993-09-17 and 9999-01-01
295030,Senior Staff,Fun Keirsey,1985-07-09 and 9999-01-01
294791,Assistant Engineer,Vesna Lammel,1999-10-08 and 9999-01-01
294857,Engineer,Caolyn Ozeri,1986-07-29 and 1993-07-29
294857,Senior Engineer,Caolyn Ozeri,1993-07-29 and 9999-01-01
295411,Staff,Chiranjit Serot,1997-04-04 and 9999-01-01
295236,Engineer,Kauko Fujisawa,1987-09-13 and 1992-09-12
295236,Senior Engineer,Kauko Fujisawa,1992-09-12 and 9999-01-01
295254,Senior Staff,Xuejun Pfau,1993-07-24 and 9999-01-01
295254,Staff,Xuejun Pfau,1985-07-24 and 1993-07-24
295255,Technique Leader,Jacopo Bellone,1988-03-13 and 9999-01-01
295262,Assistant Engineer,Moon Pews,1994-08-06 and 9999-01-01
295268,Senior Staff,Eben Calkin,2001-12-19 and 9999-01-01
295268,Staff,Eben Calkin,1996-12-19 and 2001-12-19
295278,Assistant Engineer,Val Barvinok,1990-01-02 and 1995-01-02
295278,Engineer,Val Barvinok,1995-01-02 and 2000-01-02
295278,Senior Engineer,Val Barvinok,2000-01-02 and 9999-01-01
296062,Staff,Shaz Driscoll,1998-10-03 and 9999-01-01
295857,Senior Staff,Kankanahalli Ciolek,1998-12-26 and 9999-01-01
295857,Staff,Kankanahalli Ciolek,1989-12-26 and 1998-12-26
296303,Technique Leader,Mariangiola Heyers,1992-08-04 and 9999-01-01
296428,Senior Staff,Charmane Simmen,1997-03-07 and 9999-01-01
296428,Staff,Charmane Simmen,1989-03-07 and 1997-03-07
297232,Senior Staff,Lokesh Saoudi,1999-05-25 and 9999-01-01
296664,Senior Engineer,Dipayan Geffroy,1987-09-17 and 9999-01-01
296687,Senior Staff,Palash Spieker,1996-05-10 and 9999-01-01
296687,Staff,Palash Spieker,1991-05-11 and 1996-05-10
296718,Senior Engineer,Kamakshi Bahl,1987-12-22 and 9999-01-01
297474,Staff,Irena Terkki,1998-03-11 and 9999-01-01
298577,Senior Staff,Florina Litecky,1994-12-02 and 9999-01-01
297431,Senior Staff,Cathie Ratnakar,1996-06-23 and 9999-01-01
297905,Assistant Engineer,Marc Bahl,1997-06-18 and 9999-01-01
297954,Assistant Engineer,Sailaja Fujisaki,1995-07-24 and 9999-01-01
298339,Engineer,King Benzmuller,1986-09-04 and 1995-09-04
298339,Senior Engineer,King Benzmuller,1995-09-04 and 9999-01-01
298577,Staff,Florina Litecky,1985-12-02 and 1994-12-02
299346,Senior Staff,Fumitake Sichman,1991-02-21 and 9999-01-01
298953,Staff,Zita Syang,1998-12-29 and 9999-01-01
299580,Engineer,Luisa Itzfeldt,1997-01-23 and 9999-01-01
400358,Engineer,Angus Jullig,1989-04-13 and 1997-04-13
299718,Senior Staff,Denny Shobatake,2002-06-22 and 9999-01-01
299718,Staff,Denny Shobatake,1997-06-22 and 2002-06-22
299737,Senior Staff,Patricio Itzfeldt,1994-05-21 and 9999-01-01
299737,Staff,Patricio Itzfeldt,1985-05-21 and 1994-05-21
400046,Senior Staff,Hilari Christ,1991-01-19 and 9999-01-01
400358,Senior Engineer,Angus Jullig,1997-04-13 and 9999-01-01
400683,Staff,Kamakshi Manders,1995-08-05 and 9999-01-01
401154,Senior Staff,Danae Kragelund,1993-05-19 and 9999-01-01
400780,Engineer,Poornachandra Asser,1993-11-07 and 9999-01-01
400796,Engineer,Bodo Halevi,1996-05-30 and 9999-01-01
401154,Staff,Danae Kragelund,1987-05-20 and 1993-05-19
401420,Senior Staff,Florian Uhrig,1987-01-31 and 9999-01-01
401278,Assistant Engineer,Oguz Schurmann,1986-11-11 and 1995-11-11
401278,Engineer,Oguz Schurmann,1995-11-11 and 9999-01-01
402664,Senior Engineer,Subhada Janetzko,1987-01-25 and 9999-01-01
401333,Engineer,Martins Shokrollahi,1986-11-04 and 1991-11-04
401333,Senior Engineer,Martins Shokrollahi,1991-11-04 and 9999-01-01
401574,Technique Leader,Yannik Falco,1988-01-15 and 9999-01-01
402025,Engineer,Shigehito Duclos,1987-09-20 and 1992-09-19
402025,Senior Engineer,Shigehito Duclos,1992-09-19 and 9999-01-01
402102,Engineer,Kersti Granlund,1995-03-19 and 9999-01-01
402718,Engineer,Jeanna Rettelbach,1990-02-14 and 1996-02-14
