emp_no,fullname,from_date,salary,title
468923,Golgen Speckmann,1989-07-22,76805,Technique Leader
468924,Zita Wossner,1989-12-04,40000,Senior Engineer
468929,JoAnna Yetim,1999-06-26,53353,Senior Staff
468937,Siddarth Katiyar,1996-01-21,40000,Senior Engineer
468942,Jouni Matzat,1991-05-23,80414,Senior Staff
468950,Jovan Mundy,1995-11-18,60639,Senior Engineer
468952,Ferdinand Shackel,1999-01-18,55485,Technique Leader
468956,Jasminko Serre,2001-12-21,46342,Senior Staff
468961,Rafael Piancastelli,1999-10-29,40135,Engineer
468968,Jasminko Fraisse,1998-05-12,40000,Senior Staff
468974,Faiza Mateescu,1996-12-16,45321,Senior Staff
468979,Tomoyuki Straney,1994-03-09,52804,Senior Engineer
468984,Duke Nivat,1997-05-29,60087,Staff
468985,Almudena Terwilliger,1997-09-20,41700,Engineer
468986,Srinidhi McAlpine,1991-11-04,40000,Senior Staff
468987,Ronghao Asrin,2000-03-11,59797,Senior Staff
468997,Mari Miyakawa,1997-12-17,54919,Staff
469004,Baocai Grabner,2000-05-13,40000,Senior Engineer
469007,Moon Aloia,1998-09-17,51942,Senior Engineer
469012,Suzette Smeets,1996-12-13,57761,Senior Staff
469019,Tokuyasu Pietracaprina,1998-06-12,72919,Staff
469020,Lobel Pargas,2000-06-26,40000,Senior Engineer
469029,Nidapan Remmele,1994-10-02,61440,Technique Leader
469031,Dayanand Antonakopoulos,1991-07-19,40000,Senior Staff
469048,Chuanti Choobineh,1995-01-26,60608,Technique Leader
469053,Vidya Dymetman,1996-09-11,40000,Senior Staff
469058,Byong Brender,1994-08-09,51499,Senior Engineer
469078,Moheb Horswill,1989-09-10,40000,Senior Engineer
469081,Genki Ventosa,2000-01-29,41135,Senior Engineer
469094,Pranav Calkin,2000-09-13,41165,Senior Staff
469103,Barna Birch,2000-06-22,82429,Senior Staff
469107,Rosli Maquelin,2001-12-26,52054,Senior Engineer
469108,Constantino Bashian,1992-06-08,84890,Senior Staff
469123,Yongdong Papastamatiou,1993-11-08,57180,Senior Staff
469126,Arco Baranowski,1996-04-28,52498,Staff
469127,Claude Piazza,1995-08-19,40000,Assistant Engineer
469130,Tonny Fujisaki,1990-12-24,40000,Senior Engineer
469132,Howell Baak,1999-08-12,40000,Senior Staff
469134,Irene Biros,2001-03-08,109860,Senior Staff
469136,Mayuri Pusterhofer,1998-10-04,40000,Engineer
469137,Kwangsub Rikino,1995-08-20,58601,Senior Engineer
469145,Berhard Szilard,2002-04-05,40000,Senior Staff
469152,Odysseas Vandervoorde,1995-02-25,45952,Staff
469153,Gad Masaki,1999-01-01,59103,Senior Staff
469160,Shan Haldar,1995-11-18,56768,Senior Staff
469164,Baruch Lenart,1988-03-01,50832,Senior Engineer
469165,Saeko Sadowski,1997-12-23,52171,Senior Engineer
469168,Leif Kugler,1996-03-28,68227,Senior Staff
469169,Waiman Falby,1996-06-14,80725,Senior Engineer
469174,Khoa Rousseau,1992-07-20,42835,Senior Staff
469178,Seongbin Francisci,1990-12-10,40000,Senior Engineer
469185,Kristine Pelc,2002-01-27,40000,Senior Engineer
469193,Lunjin Mitzlaff,1993-02-17,84162,Senior Staff
469194,Mototsugu Kusalik,1996-06-27,52168,Staff
469203,Sachem Reinhard,2002-07-09,77033,Senior Staff
469204,Kayoko Madeira,1994-09-18,69369,Senior Staff
469227,Masasuke Jakobus,1998-07-17,40000,Engineer
469230,Serap Brizzi,1995-10-16,54470,Senior Engineer
469232,Prodip Zambonelli,1998-06-10,42069,Senior Staff
469241,Mayumi Rathonyi,1994-09-17,54288,Staff
469243,Sadegh Rissland,1994-04-13,40000,Senior Staff
469247,Munehiko Masand,1993-09-27,40000,Senior Engineer
469254,Ziya Morrin,1999-03-02,46601,Senior Engineer
469263,Arlette Ranum,1995-08-06,53618,Engineer
469267,Zhigen Merey,1987-07-04,40000,Technique Leader
469270,Mohd Penttonen,1996-08-31,48269,Engineer
469272,Hairong Krzyzanowski,1993-06-22,61373,Technique Leader
469273,Itzchak Pashtan,1998-01-01,42538,Senior Engineer
469281,Shawna Picht,2001-12-21,44094,Senior Staff
469282,Vincent Adachi,2002-07-24,53237,Senior Staff
469284,Karlis Anido,1989-11-26,40000,Technique Leader
469290,Mostafa Varker,1993-11-01,54210,Senior Engineer
469293,Phule Koyama,1997-06-08,79477,Senior Staff
469300,Fumitaka Androutsos,1999-09-27,50978,Senior Staff
469311,Jenwei Shimshoni,1993-09-29,56943,Senior Engineer
469313,Tiina Hebden,1994-09-10,50558,Senior Staff
469314,Eberhardt Krupka,1993-04-14,40000,Senior Engineer
469316,Hinrich Demian,1999-03-27,40000,Senior Engineer
469319,Uinam Foote,1991-09-22,40000,Senior Engineer
469327,Evgueni Nittel,1998-10-25,72542,Staff
469330,Pascal Lubachevsky,1991-01-13,40985,Senior Engineer
469340,Thanasis Godskesen,1996-02-02,45476,Technique Leader
469341,Odoardo Terekhov,1995-12-20,58116,Staff
469354,Shawna Bultermann,1994-04-16,56822,Senior Staff
469357,Taisook Domenig,1997-08-06,40000,Technique Leader
469358,Beshir Haraldson,1994-09-23,43899,Senior Staff
469361,Gennadi Esposito,1998-09-28,40000,Staff
469362,Martine Nishimukai,1994-03-06,40000,Senior Engineer
469365,Abdelaziz Schiper,1993-01-27,54997,Senior Staff
469375,Sumali Bressoud,1998-09-24,40981,Staff
469378,Zejun Collavizza,1998-01-23,44262,Senior Staff
469380,Munenori Bolsens,1997-04-16,40000,Staff
469383,Uli Malinowski,1999-05-30,42819,Engineer
469384,Shahab Nivat,1996-11-11,59229,Senior Staff
469385,Jackson Baez,2000-05-18,40000,Senior Staff
469386,Cristinel Cangellaris,1995-08-27,57100,Senior Staff
469394,Rance Prochazka,1995-11-09,60888,Technique Leader
469401,Mostafa Debuse,2000-01-18,45865,Staff
469408,Shridhar Reeken,1995-04-19,40000,Senior Engineer
469412,Fumiko Demir,1991-12-03,48468,Senior Engineer
469423,Irena Parhami,2001-12-12,60616,Senior Engineer
469426,Naraig Vakili,1999-12-06,41556,Senior Staff
469431,Yuguang Gist,1995-10-14,40000,Senior Staff
469434,Yuuichi Gils,1986-05-28,44314,Technique Leader
469439,Manibrata Erva,1994-05-03,64244,Staff
469442,Zejun Zyda,1998-04-14,40000,Engineer
469447,Anneli Zirintsis,1995-09-24,65983,Senior Staff
469448,Gaetan Litzkow,1998-04-30,61208,Staff
469449,Jouni Vecchi,1994-03-14,69580,Senior Staff
469450,Xinglin Ulupinar,2001-06-19,52830,Senior Engineer
469455,Hilari Luby,1998-06-10,45751,Engineer
469464,Ebbe Mersereau,1998-06-03,67632,Staff
469466,Barton Birnbaum,1991-10-30,40000,Senior Engineer
469470,Tonny Conte,2002-02-01,40254,Senior Engineer
469475,Hein Munos,1997-06-30,40000,Senior Engineer
469486,Baziley Vural,1993-09-25,40000,Staff
469493,Hugo Talmon,1999-06-19,56111,Senior Staff
469497,Shimshon Limongiello,1995-01-17,41618,Engineer
469498,Bogdan Dehkordi,1997-12-02,40000,Senior Engineer
469500,Sadegh Miake,1992-01-29,40000,Senior Engineer
469501,Marko Petersohn,1999-06-05,48780,Engineer
469502,Xiaoqiang Lung,2001-05-03,43480,Senior Engineer
469506,Charmane Bellmore,1993-04-06,60640,Senior Staff
469509,Constantijn Kaiserswerth,1995-06-09,65172,Senior Engineer
469514,Masako Cronan,1998-11-24,40000,Senior Engineer
469518,Aamod Thimonier,1994-03-13,79693,Senior Staff
469533,Insup Kamble,1994-07-30,60868,Senior Engineer
469536,Kinh Chenney,1990-05-04,74353,Senior Staff
469545,Alexius Bodoff,1998-05-01,43129,Engineer
469546,Krassimir Ginesta,1994-06-12,71289,Senior Engineer
469555,Hidde Perez,1996-11-07,49973,Senior Staff
469565,Charmane Xiaoshan,2001-05-07,62219,Senior Staff
469570,Macha Pettit,1997-03-27,45798,Engineer
469574,Basil Antonakopoulos,2000-11-19,73303,Senior Staff
469575,Mircea Collavizza,1990-12-24,62006,Senior Staff
469580,Weiye Escriba,1994-10-05,40000,Senior Engineer
469598,Hitomi Escriba,1992-09-13,80094,Senior Staff
469599,Arunas Keirsey,1995-12-07,60417,Senior Engineer
469600,Mircea Conry,1994-10-03,60333,Senior Staff
469602,Renee Parfitt,1999-05-26,40000,Senior Engineer
469604,Christ Dymetman,1995-02-03,76222,Staff
469607,Udo Hellwagner,1996-04-10,53118,Senior Engineer
469610,Valeri Perin,1999-03-28,40000,Engineer
469614,Jovan Pappas,1997-06-20,56121,Staff
469619,Nakhoon Bennis,1995-12-01,47456,Senior Engineer
469626,Slavian Bala,2000-07-20,73473,Senior Staff
469638,Zhonghui Gaughan,1997-07-13,48494,Staff
469645,Yannis Azumi,1994-01-29,40000,Senior Staff
469664,Leandro Basawa,1994-11-22,63413,Staff
469665,Manibrata Bressoud,1994-02-14,64540,Senior Engineer
469666,Yifei Assaf,1996-11-26,43746,Engineer
469670,Kasidit Lyonns,1998-03-01,58379,Senior Staff
469671,Conal Garrabrants,1994-04-10,49816,Senior Engineer
469672,Guadalupe Hashii,1999-03-27,52140,Senior Staff
469673,Moni Pramanik,1997-08-23,40774,Senior Staff
469676,Pranjal Werthner,1999-09-16,40000,Senior Engineer
469678,Dmitry Clemencon,1999-07-25,97164,Staff
469679,Georgi Mersereau,1996-09-03,49834,Engineer
469691,Nidapan Puppe,2002-07-25,69644,Senior Staff
469697,Chirstian Simmel,1998-01-12,40000,Engineer
469699,Xuejia Rothe,1995-06-07,85939,Senior Staff
469702,Kiyokazu Copas,1997-03-26,97674,Senior Staff
469705,Denis Kamber,1993-04-16,57679,Senior Staff
469707,Aimee Broder,1999-12-22,46489,Engineer
469708,Shaz Tagansky,1998-03-17,66803,Staff
469709,Kersti Krzyzanowski,1998-05-09,40000,Technique Leader
469712,Yolla Gargeya,1999-12-06,47803,Assistant Engineer
469713,Weicheng Lukaszewicz,2000-01-01,54510,Senior Engineer
469716,Mohit Basart,1994-11-11,58073,Technique Leader
469717,Kokou Scallan,1991-10-07,56167,Senior Staff
469720,Sarita Rissland,1986-10-23,51182,Senior Engineer
469725,Danae Rajaraman,2002-06-02,60478,Senior Staff
469726,Ranga Stasinski,2002-01-05,40000,Senior Engineer
469728,Randy Dratva,1997-11-16,61110,Engineer
469729,Kiyokazu Hinsberger,1994-02-13,46656,Technique Leader
469731,Ramya Bierman,1997-05-31,40000,Senior Staff
469733,Vishu Khasidashvili,1995-07-07,40000,Senior Staff
469740,Tetsurou Butterworth,1987-07-29,40000,Senior Staff
469741,Barton Gente,1999-01-25,50921,Engineer
469755,Suvo Leivant,1998-12-21,50923,Senior Engineer
469757,Geraldo Kroon,1999-11-28,40000,Staff
469758,Krisda Pell,1999-12-20,40000,Senior Engineer
469762,Kristin Demir,1995-07-03,54599,Senior Staff
469767,Serge Pramanik,1990-01-16,69747,Senior Staff
469769,Ewing Pelz,1992-02-17,47591,Senior Staff
469770,Yongmin Lieberherr,1993-05-16,41243,Senior Staff
469776,Yishai Parhami,1996-01-01,95059,Senior Staff
469779,Dayanand Kaltofen,1994-08-05,45913,Senior Staff
469785,Masoud Kuzuoka,1999-10-22,40000,Senior Engineer
469788,Nevio Mansanne,1998-02-26,54033,Senior Staff
469789,Niteen Minakawa,1997-03-12,46802,Senior Engineer
469790,Gretta Boyle,1998-09-25,40932,Senior Engineer
469799,Genki Bahl,1991-03-28,40000,Senior Engineer
469806,Renny Gelosh,1997-06-19,40057,Senior Engineer
469807,Bangqing Huxford,1987-01-07,40000,Technique Leader
469811,Marco Braccini,1998-04-26,80218,Senior Staff
469812,Anneke McAffer,1992-02-13,40000,Senior Engineer
469822,Weiye Boguraev,1999-02-03,71607,Senior Engineer
469826,Brewster Lammel,1998-08-12,40000,Senior Staff
469828,Yuichiro Ellozy,1997-05-23,69441,Staff
469830,Lillian Cummings,1985-10-24,42940,Technique Leader
469831,Changho Savasere,1996-12-21,84016,Senior Staff
469839,Godehard Luga,1993-05-01,48823,Senior Engineer
469841,Yechezkel Openshaw,1994-01-25,43274,Engineer
469843,Khalid Eiron,1998-03-24,70899,Engineer
469846,Danai Bahl,2000-06-21,48134,Senior Engineer
469850,Moon Selvestrel,1999-07-12,50821,Engineer
469852,Lech Schaft,1996-10-26,40000,Engineer
469855,Arto Cherinka,2001-01-02,40000,Senior Engineer
469863,Anneke Luff,1998-11-04,70623,Engineer
469882,Patricia Trogemann,1998-01-12,73866,Senior Staff
469887,Gad Highland,1998-10-15,69432,Senior Engineer
469889,Sajjan Smailagic,2000-11-25,54522,Senior Staff
469891,Denny Varman,1999-01-17,48558,Technique Leader
469894,Fumiyo Pargas,1994-04-22,90459,Senior Engineer
469897,Alexius Raoux,1997-01-18,84358,Staff
469910,Huiqun Baranowski,1991-04-09,41676,Senior Engineer
469911,Mizuhito Szemeredi,1990-02-24,47155,Senior Engineer
469915,Armond Itzigehl,1995-11-21,40000,Engineer
469918,Tsz Zongker,1986-02-10,75157,Senior Engineer
469919,Maya Isaac,1988-08-03,60584,Senior Engineer
469927,Tzvetan Chinal,1989-06-03,40000,Senior Engineer
469929,Isaac Cardazo,1992-04-24,40000,Senior Staff
469931,Panayotis Ruther,1999-12-07,40000,Engineer
469934,Mizuhito Perko,1991-05-14,40770,Senior Engineer
469943,Keung Weiland,1997-05-01,56880,Senior Staff
469944,Tianruo Frijda,1998-09-24,61491,Senior Staff
469950,Jaewon VanScheik,1997-07-20,67417,Senior Staff
469951,Kien Ebeling,1995-03-16,40000,Engineer
469952,Duri Skogmar,1995-07-28,73385,Technique Leader
469958,Mikhail Orlowska,1994-05-28,55186,Senior Staff
469960,Deniz Garnham,1999-06-10,50777,Senior Engineer
469972,Zhenhua Litzler,1998-06-25,46635,Staff
469974,Djenana Cochrane,1993-09-12,54077,Senior Engineer
469975,Akeel Kusalik,1999-10-23,49102,Engineer
469976,Mamdouh Loncour,1993-05-18,40000,Senior Engineer
469977,Toshiko Egerstedt,1997-11-11,40000,Senior Engineer
469981,Janalee Sundgren,1998-03-13,47150,Senior Staff
469985,Adit Magliocco,1988-04-22,40000,Senior Engineer
469992,Aleksandar Gajiwala,2002-03-19,52580,Senior Staff
469995,Kerhong Birjandi,1996-04-20,40000,Senior Staff
469996,Yuping Orlowska,1995-05-31,43561,Senior Engineer
470004,Sham Couchot,1995-12-11,40000,Senior Staff
470014,Gro Khasidashvili,1998-04-19,40000,Senior Engineer
470017,Nidapan Swift,1994-02-22,73044,Senior Staff
470018,Fuqing Erez,1999-05-30,76855,Staff
470023,Larisa Koblitz,2000-09-22,40000,Senior Engineer
470024,Angel Gerlach,1995-10-14,75390,Staff
470030,Shih Buescher,1999-02-15,41775,Senior Engineer
470031,Zhaofang Boissier,1989-08-21,40000,Technique Leader
470033,Carrsten Ciolek,1998-04-27,65284,Senior Staff
470047,Heeju Bridgland,2001-12-21,93703,Senior Staff
470057,Basem McClurg,1999-05-23,40000,Senior Staff
470064,Jiong Haldar,1995-01-31,45428,Senior Engineer
470078,Guther Varley,1995-09-01,44602,Staff
470081,Syozo Pollacia,1995-12-24,40000,Staff
470082,Goa Kenevan,1985-06-06,50219,Senior Engineer
470084,Tsvetan Krychniak,1996-03-08,40901,Technique Leader
470085,Xiaoshan Rajala,1994-03-01,80218,Senior Engineer
470088,Henk Brookner,1991-11-05,40000,Senior Engineer
470089,Feipei Ramras,1989-07-15,40000,Senior Staff
470092,Siamak Luders,1995-10-25,41858,Engineer
470100,Muneo Bisiani,1990-01-09,92289,Senior Staff
470102,Tze Stamatiou,1985-05-14,47222,Senior Staff
470110,Denny Masada,1997-06-30,73467,Senior Staff
470116,Xiaocheng Anily,1995-11-05,40000,Senior Engineer
470117,Hailing Varman,1999-11-17,40000,Assistant Engineer
470123,Mona Fordan,1997-09-07,40000,Staff
470124,Odinaldo Birnbaum,1999-05-22,40000,Senior Staff
470127,Jahangir Limongiello,1997-01-24,50313,Engineer
470137,Nahum Llado,1997-01-31,65065,Staff
470138,Pramod Conte,1995-01-02,49954,Engineer
470146,Elrique Quittner,1991-08-14,59409,Senior Staff
470149,Horward Siochi,1998-07-23,40000,Staff
470150,Richard Foong,1986-10-19,77765,Senior Staff
470158,Danel Ramaiah,1999-01-29,68449,Staff
470161,Vitali Sambasivam,1999-02-05,40000,Senior Engineer
470163,Haldon Soicher,2000-05-18,40000,Senior Staff
470166,Shridhar Ciolek,1999-01-30,72575,Senior Staff
470168,Ute Murtagh,2000-04-11,40000,Senior Engineer
470179,Shuky Barreiro,2001-02-10,40000,Senior Engineer
470181,Chriss Jarecki,2000-05-17,94388,Senior Staff
470199,Sajjad Deverell,1998-12-30,56973,Senior Engineer
470200,Dipankar Rosar,1997-07-08,40000,Senior Engineer
470202,Yongdong Pezzoli,1995-12-05,40000,Senior Staff
470216,Luise Gornas,1993-09-07,49072,Senior Engineer
470217,Noritoshi Maccarone,1997-04-26,40000,Technique Leader
470226,Lena Nastansky,1995-12-05,40000,Senior Engineer
470230,Arto Mitina,1992-09-11,40000,Senior Engineer
470233,Kamakshi Einsfeld,1998-02-22,63357,Staff
470234,Zhonghui Vanwelkenhuysen,1998-12-30,40000,Engineer
470235,Yuqun Hanratty,1992-12-04,47137,Senior Engineer
470245,Satyanarayana Markovitch,1998-04-20,43682,Engineer
470252,Valdiodio Fordan,1999-05-24,40000,Staff
470254,Brigham Siochi,1998-01-26,40000,Staff
470262,Zhigen Mapelli,1997-03-15,40000,Senior Engineer
470263,Howell Rubsam,1996-09-09,51969,Staff
470264,Premal Undy,1998-03-16,79181,Senior Staff
470275,JoAnne Tzvieli,1998-01-08,87598,Staff
470276,Ishfaq Kalorkoti,1994-11-08,40000,Senior Engineer
470278,Martial Busillo,1991-07-01,44121,Senior Engineer
470282,Tayeb Varley,1998-12-17,40000,Senior Staff
470287,Anwar Danley,1999-07-17,72140,Staff
470292,Danco Swiler,1986-04-28,50582,Senior Staff
470293,Gregory Akazan,1999-06-21,70603,Senior Engineer
470297,Jaewon Peha,1995-11-19,40000,Engineer
470299,Siddarth Speckmann,1998-12-29,60108,Staff
470300,Kensei Chenoweth,1996-04-11,44697,Technique Leader
470303,Sadegh Mateescu,1999-01-02,40000,Engineer
470304,Aleksandar Speckmann,2001-07-27,44067,Senior Engineer
470307,King Sessa,1998-01-28,52804,Senior Engineer
470309,Xuedong Gerlach,1997-05-07,40868,Senior Engineer
470318,Remmert Kolinko,2000-10-25,40000,Senior Staff
470319,Leen Heping,1991-04-25,40000,Senior Staff
470322,Kokou Albarhamtoshy,1997-02-12,69806,Senior Staff
470328,Gudjon Olivero,1990-11-09,74900,Senior Staff
470336,Kwun Farrel,1996-11-12,43140,Engineer
470343,Godehard Kaelbling,1997-06-16,40000,Engineer
470344,Takahira Rosca,1994-09-12,49913,Senior Staff
470345,Serap Lorys,1998-02-14,40000,Senior Staff
470346,Takushi Badache,1997-11-11,48885,Engineer
470354,Kazuhisa Oberman,2002-07-14,74550,Senior Staff
470363,Subhash Kirkerud,2001-12-24,68015,Senior Staff
470364,Pranas Munawer,1997-09-08,40000,Engineer
470365,Weidon Rajala,2000-08-18,56283,Senior Engineer
470366,Jianhao Llado,1985-07-11,53039,Technique Leader
470368,Shahar Wielonsky,1997-08-15,48299,Staff
470370,Zhaofang Ramamoorthy,1999-01-29,44510,Senior Engineer
470372,Chuanyi Vuskovic,1997-09-22,52604,Senior Staff
470375,Kellyn Luit,1994-09-05,47912,Staff
470376,Ebbe Schnabel,1998-11-05,46103,Staff
470377,Gila Pargas,1992-05-12,45373,Senior Engineer
470384,Poorav Nooteboom,2002-05-16,40000,Senior Staff
470386,Yongmin dAstous,1991-07-06,65890,Senior Staff
470390,Rafols Deverell,1993-06-30,40685,Senior Engineer
470391,Eishiro Baezner,1992-04-13,49088,Senior Engineer
470393,Khatoun Botman,1999-08-04,58276,Senior Staff
470394,Cheong Bottner,1999-01-17,40000,Technique Leader
470397,Yongmin Masamoto,1995-03-11,40000,Senior Staff
470400,Kenroku Chinal,1995-03-28,40000,Senior Staff
470401,Inderjeet Roohalamini,1985-12-04,73594,Senior Staff
470402,Lein Pargas,1998-08-04,40823,Engineer
470411,Eric Worfolk,1998-01-27,71354,Senior Engineer
470414,Tadanori Ranta,1995-07-08,40175,Staff
470415,Zito Marletta,2002-05-11,77048,Senior Staff
470419,Fusako Woycyznski,1998-08-20,40000,Senior Staff
470422,Roded Koshino,1994-08-25,51595,Technique Leader
470428,Gladys Beausoleil,1991-07-23,80014,Senior Staff
470436,Maia Tchuente,2002-07-02,57199,Senior Staff
470438,Fan Shumilov,2000-08-13,62038,Senior Staff
470443,Ioana Ciolek,1994-10-13,47906,Engineer
470444,Shin Deyuan,1997-01-12,44967,Senior Staff
470447,Arfst Wynblatt,1998-03-11,40000,Senior Engineer
470451,Zhensheng Saoudi,1999-11-08,110987,Staff
470455,Bouchung Cronau,1998-04-14,40000,Senior Engineer
470470,Mohamadou Matteis,1996-05-17,69466,Staff
470474,Dung Boudaillier,1997-10-02,80895,Staff
470475,Josyula Siepmann,1992-01-28,67126,Senior Staff
470478,Masaru Azadmanesh,1997-08-05,92363,Staff
470480,Paloma Emden,1999-07-04,41348,Senior Staff
470486,Adel Range,1995-01-19,65010,Senior Engineer
470490,Utpal Eldridge,1996-11-02,40000,Senior Staff
470493,Doohun Hartvigsen,1998-01-20,40000,Senior Engineer
470494,Fabrizio Argence,1994-09-16,71149,Senior Staff
470497,Unal Reinhard,1997-12-15,88732,Senior Staff
470499,Mang Millington,2000-02-12,53491,Senior Staff
470501,Rutger Crelier,1989-03-28,40000,Senior Engineer
470504,Junichi Albarhamtoshy,1995-12-25,49144,Engineer
470506,Zita Buescher,1996-06-08,71634,Senior Staff
470507,Kwun McAlpine,1994-03-04,67971,Senior Staff
470511,Uno Kawashima,1986-05-03,40000,Senior Engineer
470514,Juyoung Constantine,1999-09-22,63369,Senior Staff
470519,Oldrich Kavanagh,1997-02-02,50671,Staff
470522,Shigeo Schapire,1999-10-01,74884,Senior Staff
470525,Geoffry Aamodt,1996-07-16,75659,Staff
470531,Willard Makrucki,1995-11-20,40000,Senior Staff
470533,Sakthirel Comellas,1993-09-18,74098,Senior Staff
470537,Mona Speer,1999-08-03,79674,Engineer
470540,Uta Ranft,1995-07-17,41219,Engineer
470546,Susanne Barvinok,1992-02-23,42079,Senior Staff
470549,Yucel Vakili,2000-06-20,73501,Senior Engineer
470550,Uno Perng,1996-12-24,41178,Engineer
470554,Mack Mungall,1995-07-09,47917,Senior Engineer
470558,Chanjung Pramanik,1998-08-11,65919,Senior Staff
470564,Khue Vakili,2002-07-22,40000,Engineer
470571,Sarita Streit,1998-11-08,49271,Senior Engineer
470574,Chrisa Schaar,1994-06-20,99169,Senior Staff
470577,Brewster Junot,1994-09-04,46677,Senior Engineer
470578,Reuven Staelin,1993-07-26,60945,Senior Staff
470584,Huan Wrigley,1997-10-20,40000,Engineer
470590,Changho Birsak,1999-07-20,49937,Engineer
470592,Debatosh Munke,1985-07-20,40000,Technique Leader
470603,Chikara Kaiser,1997-03-02,51870,Senior Staff
470609,Luise Takanami,2001-02-18,80159,Senior Engineer
470610,Jacqueline Berztiss,1999-09-14,65589,Engineer
470612,Arun Panienski,1995-04-07,49268,Senior Staff
470619,Rimli Junot,1997-02-02,78349,Senior Staff
470623,Shimshon Clouatre,1998-04-17,40000,Senior Engineer
470630,Huican Jarecki,1996-12-22,59297,Senior Staff
470634,Xuedong Vadhan,1994-05-27,52538,Senior Staff
470635,Ger Hebert,1997-03-31,42617,Staff
470639,Xiaoqiang Thebaut,1995-04-24,54651,Senior Staff
470640,Bingning Ramsey,1989-03-17,79793,Senior Staff
470643,Patricia Kawashimo,2000-02-12,73475,Senior Staff
470651,Aleksandar Stellhorn,1994-08-17,40000,Senior Engineer
470653,Leif Highland,1999-07-22,41763,Engineer
470657,Richara Wissmann,1996-02-17,40000,Senior Engineer
470662,Kenton Beilner,1998-11-29,40000,Senior Staff
470665,Mats Uhrik,1996-07-31,69410,Senior Staff
470666,Niteen Pusterhofer,1995-03-08,40000,Senior Engineer
470669,Shaowei Dehkordi,1993-06-18,45941,Senior Staff
470673,Yongqiao Neiman,1999-09-18,62742,Engineer
470676,Kristian Rothenberg,1997-08-12,40000,Senior Engineer
470679,Kolar Rullman,1997-07-10,63338,Senior Staff
470681,Abdulah Plump,2001-02-05,49719,Senior Engineer
470687,Arunas Gargeya,1985-05-25,40000,Technique Leader
470689,Tomofumi Koprowski,1999-06-02,65979,Senior Staff
470695,Fox Lenart,1999-06-08,40000,Staff
470698,Breannda Perri,1998-06-23,43898,Staff
470699,LiMin Erol,1994-03-02,53857,Engineer
470703,Nidapan Kandlur,1994-03-11,43688,Senior Staff
470704,Claudi Karlin,1997-09-14,65369,Senior Staff
470714,Fayez Rosen,1998-01-12,63934,Engineer
470715,Gill Lorys,1988-04-20,54606,Senior Engineer
470716,Munehiko Nitsche,1997-10-03,68962,Engineer
470721,Prodip Sury,1999-05-23,86671,Staff
470723,Anestis Stavenow,2002-07-05,51718,Senior Staff
470725,Remmert Egerstedt,1996-06-27,68787,Senior Staff
470728,Manohar Gips,2002-07-27,45466,Senior Staff
470734,Zhonghua Heyers,1985-11-26,84798,Senior Engineer
470736,Turgut Asser,1998-10-09,90524,Staff
470738,Nevin Tanemo,1997-08-28,40000,Engineer
470739,Alagu Kornyak,1996-01-13,40144,Senior Engineer
470741,Gor Rijsenbrij,1986-05-26,40000,Technique Leader
470747,Pasqua Farris,2001-11-21,40000,Senior Engineer
470758,Tsz Reistad,1996-07-21,51546,Senior Staff
470762,Ebbe Cooke,1994-05-17,51596,Senior Engineer
470767,Sachin Poehlman,1993-06-14,51592,Senior Engineer
470768,Uzi Bodoff,2001-11-27,51144,Senior Engineer
470769,Arve Merro,1992-12-03,60173,Senior Engineer
470774,Tsz Falster,1999-11-14,40000,Technique Leader
470782,Fen Henders,1995-08-19,40000,Senior Staff
470783,Lokesh Marakhovsky,2002-01-27,52697,Senior Engineer
470792,Candido Olano,1997-06-14,40000,Senior Engineer
470793,Chinhyun Hedayat,1996-01-01,40000,Senior Engineer
470804,Pranjal Hennings,1998-09-07,40000,Senior Staff
470808,Werner Dulay,1991-05-08,40714,Senior Engineer
470815,Tran Pokrovskii,2001-07-19,55548,Senior Engineer
470816,Lihong Kirkerud,1989-05-27,50303,Senior Staff
470830,Paloma Backhouse,2000-08-17,40000,Senior Staff
470831,Basil Biros,1992-08-01,41914,Senior Engineer
470834,Jianwen Siochi,1997-03-07,56618,Staff
470836,Chiranjit Thummel,1998-08-11,87395,Senior Staff
470840,Barry Bernick,1987-04-29,59382,Senior Staff
470845,Denis Ozery,1999-09-02,40000,Technique Leader
470846,Frazer Adachi,1996-05-18,47781,Staff
470861,Gian Schaad,1991-06-09,51818,Senior Engineer
470863,Nevin Ramsak,1995-06-27,40000,Senior Engineer
470864,Shounak Gulla,1999-12-22,60895,Staff
470866,Huai Berztiss,1994-12-18,60119,Senior Staff
470870,Kensyu Hartvigsen,1999-05-24,70123,Senior Staff
470882,Mabhin Sabnani,1995-08-30,40000,Senior Staff
470890,Ger Grabner,2001-10-19,60489,Senior Staff
470895,Shaunak Bolsens,1998-12-02,48815,Senior Engineer
470901,Aral Rajaraman,1989-01-22,40000,Senior Staff
470904,Heng Siegrist,1989-12-07,59398,Senior Engineer
470905,Tesuro Goodrum,1997-01-21,97430,Senior Staff
470907,Sedat Valtorta,1996-06-14,47986,Technique Leader
470914,Hideo Baik,2001-08-17,57969,Senior Staff
470924,Visit Liedekerke,1999-12-15,40000,Engineer
470941,Shaleah Klyachko,1999-11-19,72922,Staff
470944,Danco Roohalamini,1996-10-20,61246,Senior Staff
470945,Bingning Curless,1998-01-15,63902,Assistant Engineer
470959,Leon Petersohn,2002-07-06,40000,Senior Staff
