emp_no,title,from_date,salary,fullname
485776,Technique Leader,1987-01-18,52064,Shunichi Schach
485777,Senior Staff,2001-10-02,78839,Piyush Siepmann
485784,Senior Staff,1995-08-03,40370,Mayuri Staudhammer
485786,Senior Engineer,1991-12-17,44500,Masanao Kobuchi
485787,Senior Staff,1991-10-08,60727,Shahab Herath
485790,Senior Staff,2001-08-07,55675,Oscal Munoz
485798,Senior Staff,1991-06-10,68187,Barun Georgakopoulos
485802,Senior Engineer,1991-07-08,58777,Arch Blokdijk
485803,Senior Engineer,1992-09-12,48282,Manton Hasham
485806,Engineer,1998-06-05,52486,Zdislav Falco
485807,Senior Engineer,1992-07-03,40000,Hyuncheol Dulin
485810,Engineer,2001-05-22,40000,Rasikan Gunderson
485815,Senior Engineer,1995-04-22,46522,Zijian Barriga
485820,Engineer,1999-12-15,44784,Mitsuyuki Chinal
485822,Senior Staff,1999-10-15,83943,Alenka Koyama
485841,Staff,1996-11-14,47335,Nikolaos Coney
485844,Senior Staff,1995-09-01,69964,Tsvetan Monkewich
485846,Senior Engineer,1997-04-04,40000,Vishv Gecsel
485853,Engineer,1999-07-29,41484,Uno Chepyzhov
485857,Assistant Engineer,1997-11-12,61623,Sorina Sinicrope
485865,Senior Staff,1999-10-10,68821,Shawna Schmittgen
485873,Engineer,1996-04-13,40000,Isamu Pettey
485875,Senior Staff,1997-06-17,40000,Florina Jansen
485880,Senior Staff,1991-05-12,40000,Shunichi Sankaranarayanan
485888,Engineer,1997-10-10,62070,Toshimi Esteva
485891,Staff,1995-06-21,68042,Jinya Bonifati
485892,Senior Staff,1997-06-07,56857,Greger Thummel
485893,Senior Engineer,1998-11-10,40000,Aruna Schahn
485895,Senior Staff,1990-06-16,69820,Vincent Tyugu
485897,Senior Engineer,1997-12-30,40000,Phillip Arlazarov
485904,Senior Engineer,2000-06-06,52264,Anyuan Cannane
485907,Engineer,1998-12-26,63551,Supot Plavsic
485911,Senior Engineer,1987-07-04,47607,Perry Haumacher
485912,Senior Engineer,1995-07-12,52133,Keung Champarnaud
485924,Senior Staff,1997-04-02,78180,Djenana Horswill
485926,Senior Engineer,1991-10-29,40000,Hilari Beausoleil
485927,Senior Staff,2002-03-18,40000,Yannik Zaumen
485932,Engineer,1996-02-08,40000,Chenye Gilg
485938,Senior Staff,1994-05-24,69534,Tesuya Valtorta
485940,Senior Staff,1994-04-08,40000,Mayumi Delgrange
485946,Senior Staff,1994-05-13,70226,Pranay Munch
485948,Senior Staff,1996-09-25,67083,Idoia Borstler
485952,Senior Staff,1993-07-20,40000,Luigi Vidal
485967,Senior Staff,1992-10-07,40000,Golgen Mandell
485968,Senior Engineer,1995-07-14,56333,Zhongwei Sankaranarayanan
485973,Senior Engineer,1991-01-29,53583,Tetsushi Kalorkoti
485975,Senior Staff,1992-09-17,82935,Vincent Peral
485982,Engineer,1998-07-28,40000,Basem Talmon
485986,Engineer,1998-10-29,40000,Arlette Peris
485988,Senior Engineer,1998-03-16,40000,Nevin Speel
485991,Senior Engineer,1999-12-28,45177,Mario Gist
485997,Senior Engineer,1997-02-20,45056,Filipe Parfitt
486001,Senior Engineer,1997-04-12,58514,Candido Zweizig
486010,Senior Staff,2001-01-02,40000,Shigeu McConalogue
486012,Senior Engineer,2002-07-08,51735,Ramzi Shanbhogue
486024,Senior Engineer,1993-10-19,40000,Xuejun Cronin
486030,Senior Engineer,1997-08-11,40000,Marjo Mateescu
486044,Senior Staff,1993-07-02,40000,Branimir Lorch
486046,Senior Engineer,1996-07-19,53869,Shigeichiro Uehara
486049,Senior Staff,1999-11-14,40000,Mariangiola Aamodt
486050,Senior Engineer,1999-06-13,50888,Alexius Piancastelli
486054,Senior Staff,1996-08-27,53740,Dante Kalafatis
486060,Senior Engineer,1997-05-20,48012,Paris Zongker
486062,Senior Engineer,2000-11-16,60321,Subhash Luders
486063,Staff,1999-08-12,55998,Francesca Khasidashvili
486067,Senior Staff,1993-11-01,50008,Dhritiman Lichtner
486070,Senior Engineer,1999-07-05,79307,Pasqua Diderrich
486071,Senior Staff,1995-05-24,56465,Tse Thambidurai
486083,Senior Staff,1987-10-27,72808,Morrie Rosenbaum
486085,Engineer,1996-11-09,73978,Giri Kandlur
486087,Technique Leader,1994-01-29,45664,Huican Peak
486096,Senior Staff,1996-09-04,40565,Koldo Yoshimura
486101,Senior Engineer,1994-01-27,56745,Gita Stifter
486104,Senior Staff,1995-02-01,44888,Leen Plessier
486113,Senior Engineer,1997-12-09,45534,Shigenori Ratnaker
486118,Senior Staff,1994-09-21,81251,Shigeu Brendel
486119,Engineer,1994-02-15,40000,Kerryn Yurek
486123,Senior Staff,1995-04-20,48391,Gaurav Bultermann
486134,Senior Staff,1995-07-16,40000,Khatoun Barriga
486136,Engineer,1998-05-10,54063,Steve Nitsche
486140,Senior Engineer,1996-04-11,41031,Giap Wiegley
486143,Senior Engineer,1985-11-17,40833,Fai Decaestecker
486144,Technique Leader,1995-04-24,60722,Ravishankar Fetvedt
486147,Senior Engineer,2001-01-04,50300,Nidapan Lubachevsky
486152,Senior Staff,1995-09-11,56405,Saeed Guenter
486153,Senior Staff,1999-10-14,40000,Zorica Gien
486162,Senior Staff,1998-05-20,71782,Weidon Brender
486166,Engineer,1999-09-30,40000,Akeno Berztiss
486168,Staff,1993-10-07,58457,Suvo Roison
486171,Senior Staff,1996-01-12,46313,Sailaja Assaf
486172,Senior Staff,1999-07-17,40000,Byong Sluis
486174,Senior Staff,1996-05-23,57405,Mabo Sinitsyn
486176,Senior Engineer,1990-05-11,41310,Rayond Babb
486179,Senior Engineer,1995-11-04,63438,Souichi Bage
486181,Senior Engineer,1998-12-16,40000,Bingning Pehl
486184,Senior Engineer,1994-02-03,40000,Hideo Serna
486191,Senior Staff,1999-07-17,61474,Giri Collette
486198,Senior Staff,1991-10-22,68506,Jaroslava Danner
486201,Senior Staff,1992-09-23,76126,Sadegh Foote
486203,Senior Engineer,1998-07-13,40000,JoAnna Gajiwala
486205,Senior Engineer,1998-11-09,40875,Bodh Baez
486206,Senior Staff,1995-01-04,48351,Kasidit Pearson
486207,Staff,1995-09-04,65386,Fumino Valtorta
486208,Senior Staff,2002-07-07,52191,Greger Serra
486210,Senior Staff,1996-01-04,40000,Minghong Marletta
486212,Engineer,1998-12-14,48101,Visit Rothenberg
486213,Senior Engineer,1992-10-07,46161,Hongzue Hockney
486215,Senior Staff,1989-03-18,59512,Kiyokazu Zschoche
486226,Engineer,1998-09-04,43250,Ziva Mahmud
486234,Staff,1998-01-28,43936,Tadahiro Ambroszkiewicz
486239,Senior Engineer,1997-08-07,40000,Bangqing Seuren
486246,Senior Staff,1995-04-04,77812,Shaw Birch
486249,Senior Engineer,1995-12-25,49546,Claudi Flexer
486253,Senior Engineer,1990-11-15,66849,Rosalie Nicolson
486257,Senior Staff,1996-02-05,40000,Chikako Caine
486261,Senior Engineer,2000-06-16,40000,Kwangjo Lemarechal
486262,Senior Engineer,1995-07-11,50001,Akeno Genther
486266,Technique Leader,1985-06-20,40947,Matk Peron
486272,Engineer,1997-11-17,45834,Adit Ratnaker
486278,Senior Engineer,1988-01-15,40000,Theron Schaad
486283,Senior Staff,1993-07-08,55546,Demin Berstel
486284,Senior Staff,1991-04-19,61617,Venkatesan Peternell
486285,Senior Engineer,1999-04-13,74809,Eran Cooke
486287,Senior Staff,2000-06-05,40000,Moss Cummings
486288,Staff,1997-06-18,40000,Behnaam Ritzmann
486295,Senior Staff,1995-11-06,82683,Sudharsan Serov
486297,Senior Engineer,1991-04-06,54085,Tayeb Perez
486305,Senior Staff,1996-05-18,40000,Hirochika Lukaszewicz
486306,Staff,1994-11-19,40578,DAIDA Peyn
486307,Senior Engineer,1985-02-11,58066,Mart Ruemmler
486308,Senior Staff,1997-04-21,55321,Remko Marshall
486315,Senior Staff,1997-01-06,76363,Sadok Chorvat
486317,Senior Engineer,2000-07-13,40000,Paloma Rijsenbrij
486318,Senior Engineer,1993-06-16,58139,Dmitry Harllee
486320,Assistant Engineer,1996-02-16,56215,Amstein Fritzsche
486321,Senior Engineer,1993-03-20,40000,Baocai Soloway
486327,Senior Engineer,1995-08-31,53979,Aris Pero
486329,Senior Staff,1994-03-11,70684,Hidefumi Schwaller
486335,Senior Staff,1989-10-29,41368,Teunis Kushnir
486337,Senior Engineer,2000-11-25,40000,Genta Morrin
486341,Senior Engineer,1995-03-13,40343,Chuanyi Maraist
486345,Senior Staff,2001-10-31,57904,Marsal Brodie
486351,Senior Staff,2000-07-03,52063,Xuejia Slutz
486356,Engineer,1997-12-30,83050,Lakshmi Georgakopoulos
486357,Engineer,1997-02-14,40000,Xiaocheng Cheshire
486360,Senior Engineer,1998-05-27,53204,Kish Koshiba
486364,Senior Staff,2001-03-13,53182,Rosalyn Ramras
486366,Technique Leader,1987-03-19,41376,Foong Billawala
486370,Senior Staff,1990-08-21,40000,Deniz Gimarc
486372,Senior Staff,2002-05-14,63537,Hsiangchu Renear
486377,Senior Engineer,1994-08-03,60601,Unal Rahimi
486384,Senior Staff,2001-01-15,76894,Jinya dAstous
486385,Senior Engineer,1999-02-08,49018,Shuichi Luby
486387,Engineer,1998-12-26,50715,Nevin Alpay
486389,Staff,1998-06-04,40000,Matk Pettey
486392,Assistant Engineer,1997-02-12,44138,Xinyu Biron
486393,Senior Staff,1992-05-28,43698,Kristinn Aloisi
486400,Engineer,1999-02-20,48229,Otmar Bouloucos
486404,Senior Engineer,1995-04-30,46719,Gilbert Grandbois
486407,Senior Staff,1996-07-07,41528,Zongyan Pfau
486423,Senior Staff,2000-10-17,86725,Kasidit Taneja
486425,Senior Staff,2001-08-23,54746,Xiaoqiu Thiran
486426,Technique Leader,1985-12-15,40000,Elvia Zirintsis
486428,Senior Staff,1998-08-06,58913,Ioana Dahlbom
486429,Senior Staff,1996-03-10,40000,Debaprosad Wossner
486434,Senior Staff,1997-07-09,54689,Wanqing Alvarado
486452,Senior Engineer,1993-03-26,50707,Petter Sundgren
486454,Senior Engineer,2000-10-24,77795,Munenori Knightly
486456,Senior Staff,1992-09-03,49693,Elrique Bernick
486463,Senior Engineer,1996-05-23,41671,Basim Christ
486469,Senior Engineer,2001-02-16,79268,Yuping Angelov
486472,Senior Engineer,1995-01-22,51895,Maja Reinhart
486474,Senior Staff,2000-10-14,40000,Yechiam Olano
486477,Senior Engineer,1997-03-16,40000,Eldridge Rattan
486480,Senior Engineer,1995-07-30,40000,Weiye Leslie
486481,Technique Leader,1985-05-22,40000,JoAnna Gelosh
486493,Senior Engineer,1997-10-17,40000,Kwangsub Rosenbaum
486496,Senior Staff,1985-08-27,40000,Jaques Marshall
486507,Senior Engineer,1995-10-21,40000,Minghong Marwedel
486509,Senior Staff,1988-12-21,41164,Mahendra Mayerwieser
486512,Technique Leader,1988-03-01,51878,Sangeeta Casley
486516,Senior Staff,1995-04-11,67746,Shih Kitsuregawa
486518,Senior Engineer,1988-12-15,40000,Florian Pashtan
486519,Senior Staff,1996-10-28,44371,Vugranam Setiz
486520,Senior Staff,1997-02-24,87205,Xiaopeng Kusakari
486522,Senior Engineer,1988-11-09,40000,Uinam Rahimi
486528,Senior Staff,1999-04-18,46393,Fumiyo Waschkowski
486531,Engineer,1996-11-09,40000,Hatem Siepmann
486537,Senior Staff,1991-12-18,66692,Mayuri Orlowska
486540,Engineer,1996-07-31,41955,Maik Matzke
486541,Senior Engineer,1999-02-16,56305,Marit Bressoud
486544,Engineer,1997-07-03,45563,Mototsugu Quaggetto
486549,Senior Engineer,1995-03-29,40000,Morris Quadeer
486550,Senior Engineer,2002-06-07,42858,Tianruo Aamodt
486553,Senior Staff,1998-06-23,69031,Toshiki Schiper
486561,Staff,1999-05-29,56077,Jordanka Sommen
486562,Senior Staff,1994-11-15,52520,Radoslaw Angelopoulos
486566,Senior Engineer,1998-03-12,52704,Denny Flowers
486568,Senior Engineer,1996-11-13,57499,Kiam Pappas
486582,Senior Staff,1998-02-04,86126,Naftali Anandan
486584,Senior Engineer,1990-09-15,40000,Aamer Armand
486586,Senior Staff,1994-07-21,40000,Zhenbing Muchinsky
486589,Engineer,1996-08-06,68638,Lorien Gerlach
486592,Technique Leader,1991-07-10,52387,Maren Krone
486596,Senior Staff,1998-05-25,68535,Kiyomitsu Nicolson
486602,Senior Engineer,1986-08-08,40000,Serap Fabrizio
486605,Senior Engineer,1994-12-07,40000,Saeko Gihr
486608,Staff,1995-05-09,44574,Navid Gornas
486612,Senior Staff,1999-02-17,80467,Holgard Glowinski
486619,Senior Engineer,1999-06-08,40000,Mana Gecsel
486620,Senior Engineer,1999-10-23,58825,Torsten Pluym
486628,Senior Engineer,1991-10-08,52354,Shahaf Coombs
486630,Senior Staff,1997-07-02,54852,Tommaso Mateescu
486631,Senior Engineer,1994-01-30,50725,Elgin Szmurlo
486632,Senior Staff,1990-05-26,40000,Christophe McClurg
486639,Senior Engineer,1993-07-20,61501,Chirstian Kolvik
486641,Senior Staff,1998-12-06,69335,Miyeon Badr
486651,Senior Engineer,1995-04-08,40000,Tse Bennet
486658,Engineer,1995-09-11,41690,Neelam Pfau
486662,Staff,1997-01-05,82108,Neelam Brookner
486674,Senior Engineer,2000-02-21,40000,Adamantios Luke
486679,Senior Engineer,1993-12-30,40000,Aleksander Kavvadias
486681,Senior Engineer,1986-04-27,40000,Kousuke Velasco
486684,Senior Staff,1995-06-24,64586,Owen McClurg
486687,Engineer,1996-12-28,41980,Nirmal Marciano
486690,Senior Engineer,1999-04-22,40000,Goh Bahk
486692,Staff,1993-09-17,41458,Persi Menhardt
486693,Senior Staff,1991-02-05,40689,Sastry Delaune
486699,Staff,1999-07-31,56531,Ult Kushnir
486703,Senior Engineer,1994-12-14,55039,Masasuke Lorcy
486710,Engineer,1996-06-17,40000,Tze Luby
486714,Senior Engineer,1989-11-11,41556,Behnaam Wursthorn
486719,Senior Engineer,1995-10-07,40000,Surveyors Parascandalo
486720,Senior Engineer,1993-06-15,41944,Gou Kumaresan
486726,Senior Engineer,1993-07-18,55806,Vugranam Aamodt
486734,Senior Engineer,1988-12-10,40000,Jolita Lukaszewicz
486735,Senior Staff,1994-07-13,108053,Kristinn Rotem
486737,Senior Engineer,1995-04-22,40000,Yunming Arlazarov
486738,Senior Engineer,1990-04-21,53359,Sasan Dulay
486740,Senior Engineer,1995-07-09,41910,Guiseppe Cronin
486742,Senior Staff,1996-10-06,49751,Uno Butterworth
486745,Senior Staff,1999-04-17,44103,Shai Vural
486752,Staff,1997-09-21,87133,Toshimo Scharstein
486753,Senior Staff,1996-01-30,79458,Chinho Hitomi
486767,Staff,1998-08-19,59194,Shigeu Chelton
486775,Technique Leader,1986-06-25,40000,Lene Yetim
486776,Senior Engineer,1995-08-23,40000,Narain Kawashima
486777,Senior Staff,2000-07-30,93568,Maren Ghalwash
486784,Staff,1999-07-12,62228,Berni Verhaegen
486787,Technique Leader,1994-08-26,40000,Yahiko Apsitis
486793,Senior Engineer,1997-04-17,43098,Tadahiro Keustermans
486795,Engineer,1999-09-29,45854,Candido Kriebel
486797,Staff,1998-02-09,51205,Zijian Bolotov
486809,Senior Staff,1994-04-11,79618,Oldrich Schmittgen
486813,Assistant Engineer,1999-12-15,42661,Masoud Merro
486818,Senior Engineer,1998-08-13,51956,Uri Miyakawa
486820,Senior Engineer,1999-04-02,63914,Basant Velardi
486826,Engineer,1997-09-13,40000,Utz Erdi
486828,Staff,1999-03-27,40000,Sachin Molenkamp
486829,Staff,1999-01-12,40000,Mary Facello
486831,Engineer,1995-09-03,58964,Ennio Quadeer
486835,Engineer,1998-09-03,40000,Mabhin Marciano
486836,Senior Staff,1987-12-06,72769,Remko Klerer
486840,Senior Staff,1994-04-01,40000,Volkmar Picht
486841,Engineer,1998-05-23,40459,Supot Zastre
486849,Senior Staff,1999-07-15,83938,Sudhanshu Lieblein
486863,Senior Staff,1994-04-02,40000,Nathan Polupanov
486869,Senior Engineer,1998-12-04,49721,Shimshon Schiettecatte
486872,Engineer,1995-09-11,40000,Kiyokazu Trystram
486876,Staff,1999-05-22,40000,Heon Vecchi
486879,Assistant Engineer,1995-11-02,55040,Duangkaew Ligten
486883,Technique Leader,1986-09-06,40000,Ayakannu Deyuan
486887,Senior Engineer,1999-11-09,52034,Fai Herber
486888,Staff,1998-10-22,74617,Florina Veeraraghavan
486894,Senior Staff,1993-02-15,68337,Kristin Constantine
486895,Senior Engineer,2001-07-19,45224,Steen Plotkin
486896,Senior Staff,1996-09-22,70529,Heeju Kruskal
486900,Technique Leader,1992-03-19,43501,Filipe Kuszyk
486923,Senior Engineer,1989-05-26,41285,Dung Pews
486925,Senior Engineer,2002-06-16,44066,Saeed Hatcliff
486931,Engineer,1998-10-24,48923,Peternela Bernini
486936,Senior Staff,2000-02-13,56994,Chaoyi Wolniewicz
486940,Senior Engineer,2002-03-07,40140,Conor Weedon
486943,Senior Engineer,1995-03-14,40469,Sadegh McClurg
486946,Senior Staff,1992-01-07,48481,Idoia Chleq
486952,Staff,1998-02-18,40000,Gen Gimarc
486965,Senior Engineer,1991-02-05,42154,Heather Gornas
486966,Engineer,1997-05-26,40000,Lobel Monkewich
486967,Senior Staff,1988-12-10,60024,Xiaoqiu Kalloufi
486969,Senior Engineer,2001-05-26,43201,Vishwani Picci
486972,Senior Staff,1997-11-11,83883,Freyja Sessa
486974,Senior Engineer,1996-08-26,40000,Hironobu Fontan
486977,Senior Engineer,1996-06-29,40000,Jaideep Baik
486978,Senior Staff,1998-12-07,40445,Giap Gini
486993,Senior Engineer,1999-11-25,46756,Yuping Yoshimura
486999,Senior Staff,2001-01-03,42038,Jinxi Tetzlaff
487005,Engineer,1997-11-27,60393,Atilio Carrere
487007,Senior Staff,1998-03-05,44410,Supot Bernardinello
487011,Senior Staff,2000-11-27,73790,Theirry Lupu
487014,Senior Engineer,1997-09-28,66183,Amstein Schiper
487023,Senior Engineer,1995-01-11,58450,Trygve Wroclawski
487050,Senior Staff,1996-10-23,40094,Serap Ertl
487054,Staff,1998-02-28,40000,Bernd Gire
487058,Senior Engineer,1989-07-29,41841,Fay Brender
487067,Senior Staff,1997-10-09,44503,Navin Vendrig
487071,Senior Staff,1994-04-09,76046,Khoa Klyachko
487074,Engineer,1999-03-01,40000,Alper Chaudhury
487075,Senior Engineer,1997-10-06,66828,Nevio Alvarado
487078,Senior Staff,1993-02-04,63507,Oscal Seiwald
487090,Senior Engineer,1990-02-23,40000,Yagil Oxenboll
487098,Staff,1997-12-16,48429,Mana Poujol
487103,Senior Staff,1998-02-05,99690,Kauko Skafidas
487106,Senior Engineer,1994-12-06,62099,Phillip Braunmuhl
487108,Senior Engineer,1996-12-28,41604,Souichi Brendel
487114,Senior Staff,2000-11-21,52178,Aamod Marchegay
487121,Senior Staff,1985-02-17,42862,Duangkaew Litecky
487128,Senior Staff,1994-02-05,57015,Tayeb Samarati
487130,Technique Leader,1988-01-28,40000,Alselm Roison
487131,Staff,1997-12-23,40000,Qunsheng Staylopatis
487132,Senior Engineer,2000-10-03,44988,Tsuneo Rossi
487146,Technique Leader,1990-04-30,40000,Aleksandar Pashtan
487149,Senior Staff,1992-08-10,40000,Uno Suppi
487150,Senior Staff,1998-01-15,88062,Mariangiola Harbusch
487151,Senior Engineer,2001-12-18,40000,Rosella Engelmann
487152,Senior Staff,1988-03-10,73795,Radhia Stamatiou
487154,Senior Engineer,2000-12-28,76766,Maris Lagarias
487160,Senior Engineer,1999-10-18,48052,Nahla Goldhammer
487161,Senior Engineer,1999-04-17,50422,Arch Pusterhofer
487163,Assistant Engineer,1999-08-23,51801,Przemyslawa Walstra
487164,Engineer,1998-01-14,44612,Feipei Benzaken
487167,Senior Engineer,2001-05-29,60937,Bingning Gulak
487169,Senior Engineer,1998-09-22,40000,Toshimi Naumovich
487170,Senior Engineer,1990-05-24,65912,Barry Pietracaprina
487172,Staff,1998-08-09,59558,Michaela Alvarado
487176,Engineer,1998-02-25,40694,Kristen Lanzelotte
487182,Senior Engineer,1994-04-18,59129,Pantung Kalefeld
487183,Technique Leader,1990-09-25,40000,Lokesh Mayerwieser
487191,Senior Engineer,2000-10-11,40000,Kellyn Dayang
487192,Senior Engineer,2002-04-21,41388,Xiaoshan Rajaraman
487194,Engineer,1996-12-07,41534,Vasiliy Waleschkowski
487211,Senior Staff,2000-08-09,58549,Masanao Renear
487219,Assistant Engineer,1997-10-15,40000,Sastry Billingsley
487220,Senior Engineer,1997-08-11,62102,Douadi Hiraishi
487222,Staff,1998-08-21,66774,Arve Bahi
487223,Senior Engineer,1990-12-02,42379,Valdiodio Snedden
487226,Technique Leader,1991-12-04,64248,Supot Rubsam
487227,Staff,1994-09-14,40000,Susumu Delgrande
487231,Senior Engineer,1988-04-12,42871,Eishiro Wendorf
487232,Senior Staff,2000-01-03,40000,Youpyo Shumilov
487239,Senior Engineer,1989-06-22,43571,Geoffrey Litzler
487250,Engineer,1996-03-15,55031,Gita Gecsei
487256,Engineer,1999-06-27,58443,Kamakshi Vilarrasa
487258,Senior Staff,1992-06-08,79457,Larisa Kroll
487259,Senior Engineer,1989-05-11,66629,Akeno Klerer
487260,Senior Staff,1998-12-03,72007,Katsuo Nyrup
487265,Senior Staff,1991-05-04,40000,Ramzi Sidhu
487268,Senior Staff,1995-12-13,60419,Samphel Asmuth
487272,Senior Staff,2001-06-01,75126,Augustine Nourani
487276,Senior Engineer,1986-06-27,54181,Chaoyi Kowalchuk
487280,Senior Engineer,1999-01-14,40000,Adib Hitomi
487282,Senior Engineer,1992-11-21,40777,Masoud Beeson
487283,Technique Leader,1998-05-07,40000,Bluma Hofstetter
487285,Senior Engineer,1986-06-08,72097,Augustine Minakawa
487286,Senior Staff,1999-12-30,53014,Insup Copas
487288,Staff,2000-01-18,46943,Miquel Pargas
487294,Technique Leader,1985-09-20,46411,Alenka Zirintsis
487295,Senior Staff,1996-09-07,54864,Gianluca Heydon
487299,Staff,1995-12-15,54660,Wonhee Rullman
487300,Engineer,1999-06-22,76778,Manton Suessmith
487304,Senior Staff,1989-11-13,69075,Xianlong Terkki
487308,Senior Staff,1994-08-18,48182,Jianhao Hertweck
487311,Senior Staff,1998-10-15,50043,Vesna Esteva
487313,Senior Engineer,1995-06-15,47883,Sushant Tramer
487316,Senior Engineer,2000-05-14,40000,Josyula Schueller
487320,Senior Staff,1993-09-04,40000,Shaw Nilsson
487330,Staff,1998-06-07,40000,Satoru Werthner
487336,Senior Engineer,1996-07-27,78927,Heather VanScheik
487350,Senior Staff,1993-07-17,40000,Krisda Axelband
487353,Staff,1998-07-22,40000,Arto Chiola
487356,Senior Staff,1996-08-23,67832,Tommaso Eickenmeyer
487358,Senior Staff,1997-11-15,77639,Godehard Katalagarianos
487359,Senior Engineer,1993-07-16,62130,Tesuya Horswill
487361,Engineer,1998-12-19,40000,Geoff Bala
487372,Staff,1997-07-24,81607,Arvind Rosay
487373,Senior Engineer,1997-05-07,40000,Ingmar Huxford
487374,Senior Staff,1991-12-08,44550,Jayesh Swiss
487381,Engineer,1997-05-12,40000,Gonzalo Olano
487382,Senior Engineer,2000-07-05,40000,Bedir Spataro
487384,Senior Staff,1993-12-17,50213,Heejo Nourani
487385,Senior Engineer,1999-10-07,40000,Stepehn Felcyn
487392,Senior Staff,1999-04-28,51307,Stafford Itschner
487393,Senior Staff,2000-07-18,107109,Keung Hebert
487397,Engineer,1998-01-25,54453,Mara Farrag
487401,Senior Engineer,1992-09-23,40000,Sadegh Lagarias
487405,Senior Engineer,1994-07-08,40000,Ioana Krychniak
487409,Senior Engineer,1989-08-12,66055,Fan Morris
487412,Senior Engineer,1998-10-22,53060,Ibibia Decaestecker
487414,Staff,1999-10-26,70196,Augustine Hartvigsen
487419,Senior Engineer,1998-03-01,60803,Amstein Heiserman
487422,Technique Leader,1988-01-21,81540,Adhemar Maksimenko
487431,Senior Staff,2000-01-29,40000,Susanne Alvarado
487437,Senior Engineer,1995-01-12,52809,Mohammad Rajcani
487442,Engineer,1994-09-23,40000,Boutros Dredge
487444,Senior Engineer,1993-11-11,48783,Aran Uehara
487450,Senior Staff,2000-02-16,40000,Khun Mersereau
487454,Senior Staff,1996-06-08,54240,Mingzeng Couchot
487462,Technique Leader,1999-05-19,40000,Dipayan Bierbaum
487472,Senior Engineer,2001-12-15,70682,Aron Sudkamp
487478,Technique Leader,1985-07-18,40000,Nahid Weisert
487482,Engineer,1998-07-26,40000,Tayeb McAlpine
487483,Staff,1998-04-06,68807,Etsuo Simmen
487495,Senior Engineer,2002-01-07,60621,Dekang Shobatake
487496,Senior Engineer,1985-11-01,40000,Masamitsu Zaccaria
487502,Senior Engineer,1988-11-03,40000,Owen Peris
487503,Senior Engineer,1997-04-20,40000,Bernardo Maraist
487508,Senior Engineer,1993-01-06,52026,Arfst Roohalamini
487514,Senior Staff,2000-06-21,62537,Kristine Falco
487517,Senior Staff,1994-05-16,76116,Gopalakrishnan McClurg
487518,Senior Engineer,1997-01-09,49143,Luigi Poupard
487522,Senior Engineer,1992-08-12,68180,Marlo Kemmerer
487525,Senior Staff,1992-04-12,73981,Irena Buescher
487529,Senior Engineer,1993-03-16,45898,Toshimori Jiang
487532,Senior Staff,2002-05-18,56032,Make Fandrianto
487536,Senior Engineer,2001-02-18,40000,Bikash Acton
487538,Senior Staff,1990-05-08,78135,Tomokazu Douceur
487542,Senior Engineer,1993-10-02,48294,Marsja Penz
487543,Senior Staff,1993-08-20,65120,Xiping Menhoudj
487549,Senior Engineer,1998-01-09,40000,Shichao Fasbender
487551,Senior Engineer,1999-06-05,42991,Dekang Jenevein
487552,Engineer,1998-02-19,64421,Theron Hanabata
487555,Senior Engineer,2000-09-03,60813,Yolla Schlumberger
487564,Engineer,2000-01-17,42300,Fabrizio Hegner
487566,Senior Staff,1995-08-07,51989,Leaf Kroft
487567,Senior Staff,1991-02-25,40000,Dhritiman Rahimi
487577,Senior Engineer,1986-12-29,40000,Nidapan Bottner
487579,Staff,1997-01-30,45923,Zhongwei Maksimenko
487580,Senior Engineer,1999-02-08,40000,Guiseppe Gerteisen
487582,Senior Engineer,2000-09-04,40000,Domenico Katalagarianos
487585,Senior Engineer,1998-11-19,62228,Constantino Lovengreen
487589,Senior Engineer,1997-09-04,50886,Sajjan Waymire
487599,Senior Staff,1993-11-08,40598,Shai Plavsic
487601,Engineer,1999-10-07,40000,Aksel Emiris
487607,Staff,1996-09-15,40000,Aimee Broder
487611,Senior Engineer,1997-08-10,42632,Vasilis Sethi
487617,Engineer,1998-07-19,66691,Berni Hainaut
487630,Senior Staff,2001-06-06,40000,Vesna Ventosa
487631,Senior Engineer,1994-02-13,43459,Srinidhi Lichtner
487633,Senior Engineer,1998-11-25,46182,Foong Zweizig
487638,Senior Staff,2000-07-23,40000,Poorav Perez
487640,Senior Engineer,1995-07-12,40000,Apostol Vecchi
487646,Senior Staff,1996-08-05,40000,Ranan Kossowski
487649,Engineer,1999-09-13,40000,Toney Kornatzky
487651,Technique Leader,1986-04-18,40000,Itzchak Cooke
487652,Senior Engineer,1999-06-15,45184,Shan Eiter
487653,Staff,1997-08-26,72686,Mong Birrer
487655,Engineer,1998-12-23,51543,Visit Fiebach
487659,Senior Engineer,2001-11-29,60485,Lakshmi Fadgyas
487663,Engineer,1995-05-18,53162,Jeane Brizzi
487664,Senior Engineer,2000-08-04,68695,Jacopo Polajnar
487667,Senior Staff,1991-08-09,40000,Valery Cannard
487673,Staff,1999-06-18,40000,Divier Karnin
487674,Engineer,1999-12-22,44160,Yechezkel Dahlbom
487677,Senior Engineer,1993-06-05,41772,Danny Kilgour
487684,Senior Engineer,1992-02-06,40000,Houman Rahier
487686,Senior Staff,1992-11-04,64912,Geraldo Munoz
487692,Senior Engineer,1987-09-05,48600,Padma Ozeki
487694,Senior Engineer,2002-07-17,40000,Rosine Perez
